Date,Open,High,Low,Close,Volume
2024-06-21,2360.95,2368.58,2317.15,2319.04,3283
2024-06-23,2319.04,2321.96,2316.8,2318.99,268
2024-06-24,2318.59,2334.5,2317.1,2330.66,3600
2024-06-25,2330.21,2336.93,2315.73,2319.83,3609
2024-06-26,2319.79,2322.82,2294.26,2298.16,3587
2024-06-27,2298.36,2330.71,2296.3,2327.46,3588
2024-06-28,2327.48,2339.25,2319.04,2326.15,3261
2024-06-30,2326.15,2327.01,2322.4,2324.66,251
2024-07-01,2324.86,2338.14,2318.27,2332.09,3599
2024-07-02,2332.43,2336.2,2319.3,2330.08,3601
2024-07-03,2330.92,2364.57,2326.6,2359.0,3143
2024-07-04,2358.76,2362.34,2350.69,2356.35,3205
2024-07-05,2356.73,2392.72,2355.98,2391.14,3281
2024-07-07,2391.14,2393.85,2383.9,2385.77,266
2024-07-08,2385.89,2390.58,2350.7,2361.65,3596
2024-07-09,2362.14,2368.49,2350.3,2365.01,3509
2024-07-10,2365.2,2386.25,2363.51,2372.62,3592
2024-07-11,2372.52,2423.78,2371.48,2415.92,3582
2024-07-12,2415.43,2418.06,2391.61,2410.93,3272
2024-07-14,2410.61,2412.35,2404.9,2408.6,233
2024-07-15,2408.44,2439.53,2401.3,2422.37,3573
2024-07-16,2422.11,2469.56,2419.94,2468.27,3473
2024-07-17,2471.24,2483.22,2451.2,2461.25,2932
2024-07-18,2461.19,2474.69,2440.44,2444.91,3274
2024-07-19,2425.98,2429.45,2393.92,2400.59,2992
2024-07-21,2400.59,2411.7,2400.59,2411.37,267
2024-07-22,2411.34,2411.92,2384.31,2395.55,3565
2024-07-23,2395.56,2411.72,2387.6,2408.34,3580
